1.900000000000000000e+03,2.500000000000000139e-02,2.040879999999999916e-01,2.423839928708164393e-01,1.331280896580432638e-01
1.901000000000000000e+03,1.458333333333333426e-01,1.291608333333333081e-01,2.214613710986385042e-01,2.315814740704421892e-01
1.902000000000000000e+03,-9.722222222222222376e-02,-2.410111111111109747e-02,3.133476159077355216e-01,3.271972269627277385e-01
1.903000000000000000e+03,-1.354166666666666574e-01,1.707833333333333772e-02,2.251060706768157338e-01,2.621426085115165505e-01
1.904000000000000000e+03,5.078125000000000000e-02,1.047187500000000132e-01,3.319852909368689042e-01,3.191033565295694485e-01
1.905000000000000000e+03,0.000000000000000000e+00,-3.201249999999999929e-02,0.000000000000000000e+00,nan
1.906000000000000000e+03,1.458333333333333426e-01,4.474750000000000255e-02,3.602420097039704672e-01,3.860561201566640732e-01
1.907000000000000000e+03,-7.352941176470588480e-02,7.960941176470588687e-02,1.967512964744066450e-01,1.943707504160568089e-01
1.908000000000000000e+03,1.484375000000000000e-01,1.742515624999999846e-01,3.742668614688589024e-01,3.629679985429963285e-01
1.909000000000000000e+03,-7.608695652173913526e-02,8.887869565217389189e-02,3.291522593418852449e-01,3.259309930672088518e-01
1.910000000000000000e+03,3.472222222222222376e-02,1.328923611111111069e-01,3.295502921584630984e-01,3.035599580578634549e-01
1.911000000000000000e+03,6.746031746031745657e-02,9.978523809523807964e-02,2.797970821067560232e-01,2.699633453741048794e-01
1.912000000000000000e+03,9.166666666666666019e-02,2.054160000000000152e-01,3.043663727958278997e-01,2.425818080785668851e-01
1.913000000000000000e+03,1.000000000000000021e-02,8.555760000000001142e-02,3.444560929929966764e-01,3.338111697984955106e-01
1.914000000000000000e+03,-4.166666666666666435e-02,1.002733333333333254e-01,2.411632688081296882e-01,2.232511857875687789e-01
1.915000000000000000e+03,-6.944444444444444753e-02,9.798888888888884763e-03,2.707442873558045249e-01,2.793366817597416896e-01
1.916000000000000000e+03,2.321428571428571508e-01,2.226164285714285762e-01,3.775424019976066914e-01,3.832368682142591743e-01
1.917000000000000000e+03,1.944444444444444475e-01,1.929088888888889075e-01,3.868996743662255211e-01,3.876675903240485166e-01
1.918000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.919000000000000000e+03,-6.250000000000000000e-02,1.014949999999999602e-01,3.207250899654302545e-01,3.105955542314366991e-01
1.920000000000000000e+03,-3.125000000000000000e-02,-9.087499999999998357e-03,4.273373228492919895e-01,4.283820343382178097e-01
1.921000000000000000e+03,-4.268292682926829590e-02,4.104939024390243801e-02,3.226814058921071982e-01,3.228932788272672050e-01
1.922000000000000000e+03,-8.333333333333333218e-03,9.406066666666666742e-02,2.903541898364057627e-01,2.748228356345633339e-01
1.923000000000000000e+03,9.570312500000000000e-02,1.276946874999999870e-01,3.407125657944455321e-01,3.300578849372899914e-01
